Area_m2,Deposit,Monthly_Rent,School_Walk_Min,Transit_Min,Conv_Count,Subway_Count,Bank_Count,Hosp_Count,Pharm_Count,School_Count_Near,Cafe_Count,Rest_Count,Mart_Count,Parking_Count,Price_Hwansan,House_Age,House_Type_Multi_Family,House_Type_Multi_Unit,House_Type_Row_House,House_Type_Single_House,House_Type_Villa,Rent_Type_Jeonse,Rent_Type_Monthly,Orientation_East,Orientation_South,Orientation_West
18.59,2825.0,67.8,23,21,2,0,0,0,0,0,3,6,0,0.0,9605.0,2.0,False,False,False,False,True,False,True,False,False,False
18.59,5650.0,56.5,23,21,2,0,0,0,0,0,3,6,0,0.0,11300.0,2.0,False,False,False,False,True,False,True,False,False,False
37.51,20340.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,20340.0,2.0,False,False,False,False,True,True,False,False,False,False
25.39,13560.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,13560.0,2.0,False,False,False,False,True,True,False,False,False,False
31.56,15820.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,15820.0,2.0,False,False,False,False,True,True,False,False,False,False
36.05,20340.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,20340.0,2.0,False,False,False,False,True,True,False,False,False,False
37.51,20340.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,20340.0,2.0,False,False,False,False,True,True,False,False,False,False
18.59,2260.0,73.45,23,21,2,0,0,0,0,0,3,6,0,0.0,9605.0,2.0,False,False,False,False,True,False,True,False,False,False
25.39,5650.0,62.15,23,21,2,0,0,0,0,0,3,6,0,0.0,11865.0,2.0,False,False,False,False,True,False,True,False,False,False
25.39,5650.0,62.15,23,21,2,0,0,0,0,0,3,6,0,0.0,11865.0,2.0,False,False,False,False,True,False,True,False,False,False
19.7272,5650.0,45.2,17,18,3,0,0,0,0,1,7,15,0,0.0,10170.0,6.0,False,False,False,False,True,False,True,False,False,False
19.3984,5650.0,45.2,17,18,3,0,0,0,0,1,7,15,0,0.0,10170.0,6.0,False,False,False,False,True,False,True,False,False,False
35.24,226.0,56.5,23,21,2,0,0,0,0,0,3,6,0,0.0,5876.0,28.0,False,False,False,False,True,False,True,False,False,False
25.39,13560.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,13560.0,2.0,False,False,False,False,True,True,False,False,False,False
20.67,5650.0,56.5,14,13,2,0,0,0,0,1,3,7,0,0.0,11300.0,3.0,False,False,False,False,True,False,True,False,False,True
20.67,5650.0,56.5,14,13,2,0,0,0,0,1,3,7,0,0.0,11300.0,3.0,False,False,False,False,True,False,True,False,False,True
23.05,2260.0,79.1,17,18,3,0,0,0,0,1,7,15,0,0.0,10170.0,4.0,False,False,False,False,True,False,True,False,False,False
19.3984,5650.0,45.2,17,18,3,0,0,0,0,1,7,15,0,0.0,10170.0,6.0,False,False,False,False,True,False,True,False,False,False
21.18,1130.0,56.5,23,21,2,0,0,0,0,0,3,6,0,0.0,6780.0,11.0,False,False,False,False,True,False,True,True,False,False
19.3984,5650.0,42.94,17,18,3,0,0,0,0,1,7,15,0,0.0,9944.0,6.0,False,False,False,False,True,False,True,False,False,False
29.14,14690.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,14690.0,11.0,False,False,False,False,True,True,False,True,False,False
13.2,339.0,38.42,17,18,3,0,0,0,0,1,7,15,0,0.0,4181.0,14.0,False,False,False,False,True,False,True,True,False,False
20.0,500.0,39.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4400.0,25.0,True,False,False,False,False,False,True,False,False,True
27.0,300.0,50.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5300.0,14.0,True,False,False,False,False,False,True,False,False,True
23.8,500.0,40.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4500.0,25.0,True,False,False,False,False,False,True,False,False,True
26.0,500.0,43.0,84,39,1,0,0,0,0,0,1,2,0,0.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,41.0,84,39,1,0,0,0,0,0,1,2,0,0.0,4600.0,26.0,True,False,False,False,False,False,True,False,False,True
57.0,0.0,75.0,106,48,5,0,2,2,1,0,12,15,1,2.0,7500.0,27.0,True,False,False,False,False,False,True,False,False,True
21.0,200.0,28.0,18,21,5,0,2,0,1,1,15,15,0,2.0,3000.0,24.0,True,False,False,False,False,False,True,True,False,False
22.0,0.0,20.0,106,48,5,0,2,2,1,0,12,15,1,2.0,2000.0,25.0,True,False,False,False,False,False,True,False,True,False
21.0,0.0,32.0,27,11,2,0,2,1,0,4,15,0,1,0.0,3200.0,25.0,True,False,False,False,False,False,True,False,False,False
26.0,0.0,35.0,14,11,3,0,0,0,1,2,15,15,1,1.0,3500.0,25.0,False,False,False,True,False,False,True,True,False,False
21.0,500.0,40.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4500.0,25.0,True,False,False,False,False,False,True,False,False,False
20.0,300.0,32.0,18,21,5,0,2,0,1,1,15,15,0,2.0,3500.0,14.0,True,False,False,False,False,False,True,False,False,True
20.0,500.0,38.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4300.0,27.0,False,False,False,True,False,False,True,True,False,False
20.0,500.0,36.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4100.0,25.0,False,False,False,True,False,False,True,False,False,True
26.0,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,27.0,True,False,False,False,False,False,True,True,False,False
20.0,500.0,41.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4600.0,26.0,False,False,False,True,False,False,True,False,False,True
28.0,500.0,45.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5000.0,27.0,True,False,False,False,False,False,True,False,False,True
22.86,300.0,36.0,14,11,3,0,0,0,1,2,15,15,1,1.0,3900.0,25.0,False,False,False,True,False,False,True,True,False,False
40.0,600.0,56.0,106,48,5,0,2,2,1,0,12,15,1,2.0,6200.0,25.0,True,False,False,False,False,False,True,False,False,True
22.86,300.0,36.0,14,11,3,0,0,0,1,2,15,15,1,1.0,3900.0,25.0,True,False,False,False,False,False,True,True,False,False
28.0,500.0,45.0,28,22,5,0,1,2,3,0,15,15,1,9.0,5000.0,26.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,44.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4900.0,24.0,True,False,False,False,False,False,True,False,True,False
26.4,200.0,32.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3400.0,27.0,False,False,False,True,False,False,True,False,False,True
23.0,0.0,20.0,14,11,3,0,0,0,1,2,15,15,1,1.0,2000.0,25.0,True,False,False,False,False,False,True,True,False,False
26.0,300.0,39.0,102,37,6,0,3,0,0,1,9,15,0,1.0,4200.0,26.0,True,False,False,False,False,False,True,True,False,False
25.0,500.0,40.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4500.0,26.0,True,False,False,False,False,False,True,True,False,False
26.0,0.0,16.0,18,21,5,0,2,0,1,1,15,15,0,2.0,1600.0,25.0,True,False,False,False,False,False,True,False,False,True
22.0,300.0,41.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4400.0,27.0,True,False,False,False,False,False,True,False,False,True
22.0,300.0,38.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4100.0,26.0,True,False,False,False,False,False,True,False,False,True
20.0,0.0,31.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3100.0,14.0,True,False,False,False,False,False,True,False,True,False
22.0,300.0,41.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4400.0,27.0,True,False,False,False,False,False,True,False,False,True
20.0,500.0,42.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4700.0,27.0,True,False,False,False,False,False,True,True,False,False
22.0,0.0,29.0,106,48,5,0,2,2,1,0,12,15,1,2.0,2900.0,25.0,True,False,False,False,False,False,True,False,True,False
24.0,500.0,41.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4600.0,25.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,44.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4900.0,26.0,True,False,False,False,False,False,True,False,False,True
26.0,500.0,44.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4900.0,26.0,True,False,False,False,False,False,True,False,False,True
23.0,300.0,35.0,27,11,2,0,2,1,0,4,15,0,1,0.0,3800.0,25.0,False,False,False,True,False,False,True,False,False,False
20.0,200.0,31.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3300.0,16.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,42.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4700.0,25.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,35.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4000.0,26.0,False,False,False,True,False,False,True,False,True,False
30.0,300.0,50.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5300.0,14.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,40.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4500.0,25.0,True,False,False,False,False,False,True,False,False,True
25.0,500.0,43.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,26.0,True,False,False,False,False,False,True,False,False,True
26.0,0.0,20.0,106,48,5,0,2,2,1,0,12,15,1,2.0,2000.0,25.0,False,False,False,True,False,False,True,False,False,True
45.0,500.0,70.0,18,21,5,0,2,0,1,1,15,15,0,2.0,7500.0,28.0,True,False,False,False,False,False,True,True,False,False
29.59,500.0,43.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4800.0,26.0,True,False,False,False,False,False,True,False,False,True
20.0,500.0,36.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4100.0,24.0,True,False,False,False,False,False,True,False,False,True
22.0,300.0,32.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3500.0,25.0,False,False,False,True,False,False,True,False,False,True
26.0,500.0,43.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4800.0,25.0,False,False,False,True,False,False,True,False,False,True
24.34,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,25.0,True,False,False,False,False,False,True,False,True,False
22.0,0.0,11.0,14,11,3,0,0,0,1,2,15,15,1,1.0,1100.0,14.0,False,False,False,True,False,False,True,True,False,False
26.0,300.0,52.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5500.0,26.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,55.0,18,21,5,0,2,0,1,1,15,15,0,2.0,6000.0,25.0,True,False,False,False,False,False,True,True,False,False
27.0,500.0,42.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4700.0,28.0,False,False,False,True,False,False,True,True,False,False
23.0,500.0,41.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4600.0,14.0,False,False,False,True,False,False,True,False,False,True
21.0,500.0,41.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4600.0,26.0,True,False,False,False,False,False,True,False,False,True
44.0,500.0,43.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,27.0,True,False,False,False,False,False,True,False,False,True
48.0,500.0,65.0,14,11,3,0,0,0,1,2,15,15,1,1.0,7000.0,27.0,True,False,False,False,False,False,True,True,False,False
23.1,500.0,44.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4900.0,14.0,True,False,False,False,False,False,True,True,False,False
26.0,500.0,44.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4900.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,200.0,27.0,14,11,3,0,0,0,1,2,15,15,1,1.0,2900.0,26.0,True,False,False,False,False,False,True,True,False,False
24.0,500.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5000.0,25.0,True,False,False,False,False,False,True,False,False,True
30.0,500.0,43.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,26.0,True,False,False,False,False,False,True,True,False,False
27.0,0.0,34.0,14,11,3,0,0,0,1,2,15,15,1,1.0,3400.0,26.0,True,False,False,False,False,False,True,True,False,False
23.0,500.0,46.0,106,48,5,0,2,2,1,0,12,15,1,2.0,5100.0,25.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,45.0,84,39,1,0,0,0,0,0,1,2,0,0.0,5000.0,25.0,True,False,False,False,False,False,True,False,False,True
19.0,0.0,32.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3200.0,14.0,True,False,False,False,False,False,True,False,True,False
22.0,500.0,40.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4500.0,24.0,True,False,False,False,False,False,True,False,False,True
40.0,0.0,72.0,42,28,2,0,2,0,0,0,1,6,0,0.0,7200.0,4.0,True,False,False,False,False,False,True,False,False,False
50.0,0.0,35.0,14,11,3,0,0,0,1,2,15,15,1,1.0,3500.0,28.0,True,False,False,False,False,False,True,True,False,False
20.0,500.0,36.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4100.0,26.0,True,False,False,False,False,False,True,True,False,False
22.0,300.0,40.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4300.0,25.0,True,False,False,False,False,False,True,False,False,True
25.0,500.0,50.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5500.0,22.0,True,False,False,False,False,False,True,False,False,True
26.0,500.0,43.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,36.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4100.0,27.0,True,False,False,False,False,False,True,False,False,True
28.4,500.0,45.0,28,22,5,0,1,2,3,0,15,15,1,9.0,5000.0,23.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,46.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5100.0,26.0,True,False,False,False,False,False,True,True,False,False
25.0,500.0,50.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5500.0,14.0,True,False,False,False,False,False,True,False,False,True
25.0,500.0,44.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4900.0,14.0,True,False,False,False,False,False,True,True,False,False
16.5,500.0,29.0,27,11,2,0,2,1,0,4,15,0,1,0.0,3400.0,23.0,True,False,False,False,False,False,True,False,False,False
24.0,500.0,43.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
29.14,300.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,27.0,True,False,False,False,False,False,True,False,False,True
21.76,500.0,21.0,27,11,2,0,2,1,0,4,15,0,1,0.0,2600.0,24.0,True,False,False,False,False,False,True,False,False,False
21.0,500.0,41.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4600.0,26.0,True,False,False,False,False,False,True,False,False,True
20.85,200.0,28.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3000.0,25.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,41.0,84,39,1,0,0,0,0,0,1,2,0,0.0,4600.0,26.0,True,False,False,False,False,False,True,False,False,True
21.0,0.0,15.0,22,14,3,0,2,1,1,1,15,15,1,3.0,1500.0,28.0,True,False,False,False,False,False,True,False,False,True
21.0,500.0,42.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4700.0,25.0,True,False,False,False,False,False,True,False,False,True
26.4,500.0,46.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5100.0,26.0,False,False,False,True,False,False,True,True,False,False
23.0,500.0,39.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4400.0,25.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,47.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5200.0,26.0,True,False,False,False,False,False,True,True,False,False
30.0,300.0,50.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5300.0,14.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,35.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4000.0,25.0,False,False,False,True,False,False,True,False,False,False
50.0,0.0,76.0,22,14,3,0,2,1,1,1,15,15,1,3.0,7600.0,22.0,True,False,False,False,False,False,True,False,False,True
21.0,500.0,36.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4100.0,25.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,50.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5500.0,14.0,True,False,False,False,False,False,True,True,False,False
27.0,500.0,41.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4600.0,26.0,True,False,False,False,False,False,True,True,False,False
26.0,500.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5000.0,25.0,True,False,False,False,False,False,True,False,False,True
240.8,500.0,45.0,106,48,5,0,2,2,1,0,12,15,1,2.0,5000.0,25.0,False,False,False,True,False,False,True,True,False,False
31.03,500.0,38.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4300.0,22.0,False,False,False,True,False,False,True,False,False,False
31.0,700.0,40.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4700.0,22.0,True,False,False,False,False,False,True,False,False,False
29.0,500.0,42.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4700.0,27.0,True,False,False,False,False,False,True,False,False,True
28.88,500.0,43.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4800.0,26.0,True,False,False,False,False,False,True,False,False,True
26.0,300.0,41.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4400.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,43.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
18.0,500.0,43.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4800.0,24.0,True,False,False,False,False,False,True,False,False,True
28.0,500.0,49.0,106,48,5,0,2,2,1,0,12,15,1,2.0,5400.0,25.0,True,False,False,False,False,False,True,False,True,False
20.0,500.0,35.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4000.0,24.0,True,False,False,False,False,False,True,False,False,True
25.0,300.0,34.0,84,39,1,0,0,0,0,0,1,2,0,0.0,3700.0,25.0,True,False,False,False,False,False,True,False,False,True
37.0,0.0,66.0,18,21,5,0,2,0,1,1,15,15,0,2.0,6600.0,24.0,True,False,False,False,False,False,True,False,False,True
26.0,500.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5000.0,25.0,False,False,False,True,False,False,True,False,False,True
26.0,0.0,40.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4000.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,300.0,42.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4500.0,25.0,True,False,False,False,False,False,True,True,False,False
28.0,300.0,45.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
20.0,300.0,41.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4400.0,27.0,True,False,False,False,False,False,True,False,False,True
26.4,500.0,50.0,84,39,1,0,0,0,0,0,1,2,0,0.0,5500.0,25.0,False,False,False,True,False,False,True,False,False,True
19.0,500.0,42.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4700.0,26.0,True,False,False,False,False,False,True,False,False,True
25.76,400.0,47.0,106,48,5,0,2,2,1,0,12,15,1,2.0,5100.0,25.0,False,False,False,True,False,False,True,False,False,True
20.0,500.0,40.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4500.0,26.0,True,False,False,False,False,False,True,False,False,True
24.0,500.0,39.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4400.0,25.0,True,False,False,False,False,False,True,True,False,False
24.0,500.0,37.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4200.0,27.0,True,False,False,False,False,False,True,False,False,True
26.0,500.0,40.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4500.0,25.0,True,False,False,False,False,False,True,False,False,False
22.0,300.0,36.0,28,22,5,0,1,2,3,0,15,15,1,9.0,3900.0,25.0,True,False,False,False,False,False,True,False,False,True
26.0,300.0,41.0,28,22,5,0,1,2,3,0,15,15,1,9.0,4400.0,26.0,True,False,False,False,False,False,True,False,False,True
21.0,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,41.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4600.0,25.0,True,False,False,False,False,False,True,False,False,True
26.0,500.0,45.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5000.0,26.0,False,False,False,True,False,False,True,True,False,False
39.0,0.0,55.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5500.0,26.0,False,False,False,True,False,False,True,False,False,True
24.0,500.0,41.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4600.0,26.0,True,False,False,False,False,False,True,False,False,True
24.41,500.0,46.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5100.0,26.0,True,False,False,False,False,False,True,False,False,True
30.0,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,26.0,True,False,False,False,False,False,True,False,False,True
28.0,500.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5000.0,24.0,True,False,False,False,False,False,True,False,False,True
23.1,300.0,44.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4700.0,26.0,True,False,False,False,False,False,True,True,False,False
24.34,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,25.0,True,False,False,False,False,False,True,False,True,False
23.0,500.0,35.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4000.0,26.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5000.0,14.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,44.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4900.0,26.0,False,False,False,True,False,False,True,False,False,True
19.83,300.0,32.0,42,28,2,0,2,0,0,0,1,6,0,0.0,3500.0,15.0,False,False,False,True,False,False,True,False,False,False
24.0,500.0,45.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5000.0,14.0,True,False,False,False,False,False,True,False,False,True
28.88,500.0,43.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4800.0,26.0,True,False,False,False,False,False,True,False,False,True
19.0,300.0,36.0,106,48,5,0,2,2,1,0,12,15,1,2.0,3900.0,26.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,42.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4700.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,300.0,50.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5300.0,14.0,True,False,False,False,False,False,True,False,False,True
19.0,0.0,42.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4200.0,14.0,True,False,False,False,False,False,True,False,True,False
26.0,0.0,47.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4700.0,14.0,True,False,False,False,False,False,True,False,True,False
20.0,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,41.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4600.0,25.0,True,False,False,False,False,False,True,True,False,False
24.0,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,26.0,False,False,False,True,False,False,True,False,False,True
26.4,500.0,45.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5000.0,25.0,False,False,False,True,False,False,True,True,False,False
25.0,500.0,40.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4500.0,24.0,True,False,False,False,False,False,True,False,False,False
20.0,500.0,35.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4000.0,14.0,True,False,False,False,False,False,True,False,False,True
25.0,500.0,50.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5500.0,22.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,42.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4700.0,25.0,True,False,False,False,False,False,True,True,False,False
30.0,500.0,45.0,28,22,5,0,1,2,3,0,15,15,1,9.0,5000.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,44.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4900.0,25.0,True,False,False,False,False,False,True,True,False,False
30.0,500.0,50.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5500.0,22.0,True,False,False,False,False,False,True,False,False,True
22.0,0.0,48.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,23.0,False,False,False,True,False,False,True,True,False,False
22.0,500.0,40.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4500.0,25.0,True,False,False,False,False,False,True,True,False,False
13.0,300.0,36.0,14,11,3,0,0,0,1,2,15,15,1,1.0,3900.0,25.0,True,False,False,False,False,False,True,True,False,False
30.0,500.0,50.0,22,14,3,0,2,1,1,1,15,15,1,3.0,5500.0,14.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,43.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,25.0,False,False,False,True,False,False,True,False,False,True
24.0,500.0,40.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4500.0,25.0,True,False,False,False,False,False,True,False,False,True
23.27,500.0,47.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5200.0,25.0,True,False,False,False,False,False,True,True,False,False
25.0,300.0,45.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4800.0,27.0,True,False,False,False,False,False,True,False,False,True
27.0,500.0,40.0,22,14,3,0,2,1,1,1,15,15,1,3.0,4500.0,27.0,True,False,False,False,False,False,True,False,False,True
25.0,500.0,47.0,106,48,5,0,2,2,1,0,12,15,1,2.0,5200.0,25.0,True,False,False,False,False,False,True,False,False,True
23.27,500.0,47.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5200.0,25.0,True,False,False,False,False,False,True,True,False,False
23.0,500.0,43.0,18,21,5,0,2,0,1,1,15,15,0,2.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,43.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4800.0,25.0,True,False,False,False,False,False,True,False,False,True
21.0,500.0,40.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4500.0,25.0,False,False,False,True,False,False,True,False,False,False
20.0,500.0,46.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5100.0,28.0,True,False,False,False,False,False,True,False,False,True
23.0,500.0,39.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4400.0,25.0,True,False,False,False,False,False,True,False,False,True
27.47,500.0,43.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4800.0,25.0,False,False,False,True,False,False,True,False,False,True
20.0,500.0,46.0,18,21,5,0,2,0,1,1,15,15,0,2.0,5100.0,28.0,True,False,False,False,False,False,True,False,False,True
25.0,500.0,41.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4600.0,25.0,True,False,False,False,False,False,True,False,False,True
20.0,500.0,40.0,27,11,2,0,2,1,0,4,15,0,1,0.0,4500.0,26.0,True,False,False,False,False,False,True,False,False,False
22.0,500.0,46.0,14,11,3,0,0,0,1,2,15,15,1,1.0,5100.0,25.0,True,False,False,False,False,False,True,True,False,False
26.4,500.0,48.0,84,39,1,0,0,0,0,0,1,2,0,0.0,5300.0,26.0,True,False,False,False,False,False,True,False,False,True
22.0,500.0,42.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4700.0,25.0,True,False,False,False,False,False,True,False,False,True
21.7,500.0,25.0,27,11,2,0,2,1,0,4,15,0,1,0.0,3000.0,24.0,True,False,False,False,False,False,True,False,False,False
26.4,300.0,43.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4600.0,26.0,True,False,False,False,False,False,True,False,True,False
240.8,500.0,40.0,106,48,5,0,2,2,1,0,12,15,1,2.0,4500.0,25.0,False,False,False,True,False,False,True,True,False,False
26.4,500.0,44.0,14,11,3,0,0,0,1,2,15,15,1,1.0,4900.0,26.0,True,False,False,False,False,False,True,True,False,False
